연번,가맹점명,업종명,우편번호,소재지주소,제공기준일자
11249,분당서울의원,개인병원,13504,"경기 성남시 분당구 벌말로 35,  203호 (야탑동)",2025-06-26
11250,분당서울정형외과,개인병원,13506,"경기 성남시 분당구 장미로 78,  301호 그린상가 (야탑동, 시그마3)",2025-06-26
11251,분당서점,서적,13568,"경기도 성남시 분당구 양현로94번길 21  지하1층02호(이매동,분당코아)",2025-06-26
11252,분당서현 삼성영어 제1관학원,일반전문학원,13588,경기도 성남시 분당구 중앙공원로39번길 7  302호,2025-06-26
11253,분당서현 아이원플러스 입주자관리위원회,각종회비,13590,경기 성남시 분당구 서현로 170  (서현동),2025-06-26
11254,분당서현 플라워,화원,13591,"경기 성남시 분당구 서현로210번길 20  (서현동, 코코프라자)",2025-06-26
11255,분당서현게임샵,"가전,가전용품",13591,"경기 성남시 분당구 서현로210번길 20,  B동 107호 (서현동, 코코프라자)",2025-06-26
11256,분당서현꽃,화원,13577,경기 성남시 분당구 새마을로 48  (서현동),2025-06-26
11257,분당서현삼성영어제2관학원,일반전문학원,13589,"경기도 성남시 분당구 중앙공원로40번길 4  ,2층 210호",2025-06-26
11258,분당서현약국,약국,13588,"경기 성남시 분당구 중앙공원로39번길 49,  202호 (서현동, 서현지엔느)",2025-06-26
11259,분당서현점 홍콩반점0410,중식,13591,"경기 성남시 분당구 분당로53번길 10,  203호 204호 (서현동, 동호프라자)",2025-06-26
11260,분당서현플라워,화원,13591,경기도 성남시 분당구 서현로210번길 20  지하1층,2025-06-26
11261,분당석사태권도장,일반전문학원,13610,경기도 성남시 분당구 느티로 71  4층 1호,2025-06-26
11262,분당성모신경외과의원,개인병원,13618,경기도 성남시 분당구 돌마로 85  3층 301호,2025-06-26
11263,분당성모이비인후과의원,개인병원,13562,경기도 성남시 분당구 정자일로 100  2층,2025-06-26
11264,분당세계로약국,약국,13497,"경기도 성남시 분당구 야탑로75번길 9  1층 101호(야탑동, 금호프라자)",2025-06-26
11265,분당세라믹,"건설,건축  자재",13610,경기 성남시 분당구 황새울로108번길 11  (정자동),2025-06-26
11266,분당세란치과,치과병원,13586,"경기 성남시 분당구 돌마로476번길 31,  임광종합상가 211 (서현동)",2025-06-26
11267,분당세무사,"전문서비스(회계,변리,컨설팅등)",13555,"경기 성남시 분당구 느티로 27,  604 (정자동)",2025-06-26
11268,분당센추리,냉난방기구,13257,경기 성남시 중원구 시민로 90  (중앙동),2025-06-26
11269,분당센트럴요양병원,개인병원,13568,"경기도 성남시 분당구 양현로94번길 17  (이매동, 아테네빌딩)",2025-06-26
11270,분당셀프세차장,"정비,세차장,자동차SVC",13632,경기도 성남시 분당구 금곡로11번길 15  .,2025-06-26
11271,분당소방서,각종회비,13590,경기  성남시  분당구  서현동  278번지,2025-06-26
11272,분당소아청소년과의원,개인병원,13588,경기도 성남시 분당구 중앙공원로39번길 49  2층 203,2025-06-26
11273,분당소아청소년과의원 건강기능식품,인삼  및  건강제품,13588,경기도 성남시 분당구 중앙공원로39번길 49  203호,2025-06-26
11274,분당소피아영어학원,일반전문학원,13600,"경기 성남시 분당구 돌마로356번길 3,  312호 (수내동, 그랜드빌딩)",2025-06-26
11275,분당수내365의원,개인병원,13601,경기도 성남시 분당구 불정로 266  3층 301호,2025-06-26
11276,분당수내한의원,"한의원,한약방",13595,경기도 성남시 분당구 백현로101번길 16  3층,2025-06-26
11277,분당수약국,약국,13558,"경기 성남시 분당구 정자로 13,  108 (정자동, 월드비터빌딩)",2025-06-26
11278,분당수요양병원,개인병원,13521,경기 성남시 분당구 판교로 473  (야탑동),2025-06-26
11279,분당수지공동육아협동조합,유치원,13551,경기 성남시 분당구 쇳골북로32번길 3  (금곡동),2025-06-26
11280,분당순대국 수육,한식,13558,경기도 성남시 분당구 성남대로331번길 3-13  105호,2025-06-26
11281,분당스마일  치과기공소,"의료기기,건강진단",13595,경기  성남시  분당구  수내동  19-3  대덕프라자  406호～407호,2025-06-26
11282,분당스마일약국,약국,13558,경기도 성남시 분당구 성남대로331번길 3-9  1층 107호 (정자동 백궁프라자3),2025-06-26
11283,분당스터디뱅크  독서실,독서실,13522,"경기 성남시 분당구 판교로 433,  삼성코아 501 (야탑동)",2025-06-26
11284,분당슬기로운마취통증의학과의원,개인병원,13595,"경기도 성남시 분당구 황새울로258번길 36  광진빌딩 501호, 502호",2025-06-26
11285,분당시그널학원,일반전문학원,13595,경기도 성남시 분당구 황새울로200번길 36  3층 302호,2025-06-26
11286,분당시그마 크린토피아,세탁소,13631,"경기 성남시 분당구 탄천상로 164,  13호 B1 (구미동, 시그마2오피스텔)",2025-06-26
11287,분당시민의약국,약국,13497,경기 성남시 분당구 야탑로65번길 6  (야탑동),2025-06-26
11288,분당심리상담센터 마주하기,상담실(결혼등),13595,경기도 성남시 분당구 황새울로 234  464호,2025-06-26
11289,분당심명섭한의원,"한의원,한약방",13567,"경기 성남시 분당구 이매로 49,  204 (이매동, 주영빌딩)",2025-06-26
11290,분당심정관-캠퍼스,일반전문학원,13521,경기  성남시  분당구  야탑동  532-5  굿모닝프라자  4층,2025-06-26
11291,분당씨디아이에이프릴어학원,일반전문학원,13566,"경기도 성남시 분당구 판교로 474  4충(이매동,정민빌딩)",2025-06-26
11292,분당씽크트리사고력수학교습소,일반전문학원,13600,"경기 성남시 분당구 돌마로356번길 3,  302 (수내동, 그랜드빌딩)",2025-06-26
11293,분당아름검도관,일반전문학원,13522,"경기도 성남시 분당구 판교로 443  지하층 B104호(야탑동,중앙퍼지마트)",2025-06-26
11294,분당아우토  하우스,"차량용품,부품",13579,"경기 성남시 분당구 불정로420번길 36,  1층 (분당동)",2025-06-26
11295,분당아이누리 한의원,"한의원,한약방",13618,"경기도 성남시 분당구 돌마로 87  , 401호",2025-06-26
11296,분당아인스음악교습소,일반전문학원,13618,경기도 성남시 분당구 미금로 215  1층 104호,2025-06-26
11297,분당아프리카안경,"안경,콘텍트렌즈",13636,경기도 성남시 분당구 탄천상로151번길 20  cgv스쿼어,2025-06-26
11298,분당악기 기타공작실,악기,13637,"경기 성남시 분당구 성남대로 38,  5층 502호 (구미동)",2025-06-26
11299,분당안과,개인병원,13506,"경기도 성남시 분당구 성남대로 912  4층 407호~408호, 409-1호",2025-06-26
11300,분당애니스핀미술학원,일반전문학원,13506,"경기  성남시  분당구  성남대로  934  궁전프라자-2402호,  403호",2025-06-26
11301,분당야구아카데미,일반전문학원,13578,"경기 성남시 분당구 서현로 373,  지층 분당야구아카데미 (서현동, 상영빌딩)",2025-06-26
11302,분당야탑 에듀플렉스 심리상담연구소,상담실(결혼등),13523,"경기도 성남시 분당구 판교로 440  ,3층 A호 (이매동,도도빌딩)",2025-06-26
11303,분당야탑역점 미정국수0410,한식,13506,"경기 성남시 분당구 성남대로926번길 6,  107호 (야탑동, 야탑대덕프라자)",2025-06-26
11304,분당약국,약국,13604,경기도 성남시 분당구 불곡로 4  107호,2025-06-26
11305,분당어린이서점,서적,13627,경기도 성남시 분당구 돌마로 80  201호 내 183-4호,2025-06-26
11306,분당어린이치과의원,치과병원,13583,"경기  성남시  분당구  장안로  27    (분당동,스마트114빌딩302,303호)",2025-06-26
11307,분당어린이카운슬링,"전문서비스(회계,변리,컨설팅등)",13590,"경기 성남시 분당구 황새울로 325,  405호 (서현동)",2025-06-26
11308,분당얼음,식품잡화,13609,경기도 성남시 분당구 백현로144번길 7-4  1층(정자동),2025-06-26
11309,분당에꼴드에땅미술학원,일반전문학원,13504,경기도 성남시 분당구 벌말로 33  3층,2025-06-26
11310,분당에듀바비,"용역서비스(연구,번역등)",13590,경기도 성남시 분당구 황새울로319번길 6  3층304호 (텍스타워),2025-06-26
11311,분당에스와이사회탐구교습소,일반전문학원,13523,"경기 성남시 분당구 판교로 436,  3층 301 (이매동, 홍우프라자제)",2025-06-26
11312,분당엣지독학관리형학습센터학원,일반전문학원,13566,경기도 성남시 분당구 성남대로779번길 22  2층(이매동),2025-06-26
11313,분당여성산부인과의원,개인병원,13506,경기도 성남시 분당구 성남대로 926  분당메트로 403호404호,2025-06-26
11314,분당연세가정의학과,개인병원,13625,경기 성남시 분당구 미금로 45  (구미동),2025-06-26
11315,분당연세독수리안과의원,개인병원,13591,경기도 성남시 분당구 서현로210번길 20  코코프라자3층,2025-06-26
11316,분당연세보청기,"의료기기,건강진단",13558,"경기 성남시 분당구 성남대로 345  (정자동, 정자역프라자)",2025-06-26
11317,분당연세비뇨의학과의원,개인병원,13590,"경기 성남시 분당구 황새울로335번길 5,  8층 803호 (서현동)",2025-06-26
11318,분당연세산부인과,개인병원,13612,경기 성남시 분당구 내정로 29  (정자동),2025-06-26
11319,분당연세심리언어상담센터,상담실(결혼등),13627,경기도 성남시 분당구 돌마로 68  310호,2025-06-26
11320,분당연세심리언어상담센터,"전문서비스(회계,변리,컨설팅등)",13627,"경기 성남시 분당구 돌마로 68,  310 (구미동, 분당프라자)",2025-06-26
11321,분당연세의원,개인병원,13618,"경기 성남시 분당구 돌마로 75,  302호 (금곡동, 미금프라자)",2025-06-26
11322,분당연세치과의원,치과병원,13610,"경기 성남시 분당구 느티로 71,  303호 304호 (정자동, 현대프라자)",2025-06-26
11323,분당연세플러스안과,개인병원,13618,"경기  성남시  분당구  성남대로  168  (금곡동,미도프라자403～406호)",2025-06-26
11324,분당연합의원,개인병원,13523,경기 성남시 분당구 판교로 434  (이매동),2025-06-26
11325,분당열쇠,"열쇠,도장",13610,경기 성남시 분당구 느티로87번길 2  (정자동),2025-06-26
11326,분당예비뇨기과의원,개인병원,13577,"경기 성남시 분당구 서현로321번길 10,  3층 (서현동)",2025-06-26
11327,분당예치과병원,치과병원,13595,"경기 성남시 분당구 황새울로258번길 37,  2층  흥국생명빌딩 (수내동)",2025-06-26
11328,분당오리달리반창조의아침미술학원,일반전문학원,13637,"경기 성남시 분당구 성남대로 38,  7층 701호 케이앤에프씨 (구미동)",2025-06-26
11329,분당오리멀티전자담배,식품잡화,13637,"경기 성남시 분당구 성남대로 52  (구미동, 그랜드프라자)",2025-06-26
11330,분당오토플라자,"정비,세차장,자동차SVC",13508,"경기 성남시 분당구 야탑로 237  (야탑동, 백마빌딩)",2025-06-26
11331,분당올치과,치과병원,13558,"경기 성남시 분당구 성남대로331번길 3-3,  406호 (정자동, 젤존타워)",2025-06-26
11332,분당요리학원,일반전문학원,13497,"경기 성남시 분당구 야탑로69번길 21,  영진다이비스 401 (야탑동)",2025-06-26
11333,분당요양보호사교육원,일반전문학원,13497,"경기 성남시 분당구 야탑로69번길 18,  3층 306-1호 (야탑동, 동아프라자)",2025-06-26
11334,분당용인운전면허,자동차학원,13591,경기도 성남시 분당구 서현로210번길 20  상가동 2층 202호,2025-06-26
11335,분당우리동물의료센터,동물병원,13568,경기도 성남시 분당구 양현로94번길 19  2층 202호,2025-06-26
11336,분당우리산부인과의원,개인병원,13618,경기도 성남시 분당구 성남대로 168  2층 202호,2025-06-26
11337,분당우리약국,약국,13583,경기도 성남시 분당구 장안로 27  101호,2025-06-26
11338,분당우리어린이집,유치원,13568,"경기 성남시 분당구 양현로94번길 29,  606동 105호 (이매동, 이매촌청구아파트)",2025-06-26
11339,분당우태하피부과의원,개인병원,13586,"경기 성남시 분당구 돌마로 482,  5층 (서현동, 주영빌딩)",2025-06-26
11340,분당웰치과의원,치과병원,13588,"경기 성남시 분당구 중앙공원로39번길 49,  204 (서현동, 지엔느빌딩)",2025-06-26
11341,분당윔블던실내테니스,테니스장,13595,"경기도 성남시 분당구 황새울로258번길 42  5층 501,502호",2025-06-26
11342,분당유도관,일반전문학원,13602,"경기 성남시 분당구 내정로 24,  지하 102호 (정자동, 정든마을한진6단지아파트)",2025-06-26
11343,분당유리,"유리,액자,거울",13572,경기  성남시  분당구  서현동  221-13,2025-06-26
11344,분당유통,식품잡화,13154,경기 성남시 중원구 은이로63번길 4-4  (은행동),2025-06-26
11345,분당음악학원,일반전문학원,13597,"경기 성남시 분당구 내정로165번길 38,  금호상가 209 (수내동)",2025-06-26
11346,분당의료기,"의료기기,건강진단",13627,"경기  성남시  분당구  구미동  24-1  현대벤처빌1층상가  101호일부(63,64,",2025-06-26
11347,분당이레디자인,광고,13505,경기 성남시 분당구 장미로 106  (야탑동),2025-06-26
11348,분당이층약국,약국,13587,"경기 성남시 분당구 분당로263번길 39,  2층 210호 (서현동)",2025-06-26
11349,분당이화약국,약국,13555,경기 성남시 분당구 성남대로 385  (정자동),2025-06-26
11350,분당인텔리지1킨스타워 관리단,주차장,13558,"경기 성남시 분당구 성남대로331번길 8  (정자동, 킨스타워)",2025-06-26
11351,분당자생한방병원,"한의원,한약방",13590,경기 성남시 분당구 황새울로319번길 13  (서현동),2025-06-26
11352,분당장례토탈,장례식장,13587,경기도 성남시 분당구 분당로263번길 67  105동 105호,2025-06-26
11353,분당장어타운,한식,13637,"경기 성남시 분당구 구미로9번길 7,  206호 (구미동)",2025-06-26
11354,분당장터국밥,한식,13599,경기도 성남시 분당구 내정로174번길 42  지하 201,2025-06-26
11355,분당재활의학과,개인병원,13558,"경기 성남시 분당구 성남대로 345,  프라자 307-1 (정자동, 정자역)",2025-06-26
11356,분당전기재료,"건설,건축  자재",13609,"경기 성남시 분당구 내정로119번길 24,  1층 1호 (정자동)",2025-06-26
11357,분당점 담소소사골순대.육개장,한식,13595,"경기도 성남시 분당구 수내로46번길 11  108호(수내동,대덕글로리)",2025-06-26
11358,분당정동 주식회사,할인점/슈퍼마켓,13599,"경기 성남시 분당구 내정로166번길 7-6,  1층 28,30,71,72,91~118호,2층 209호 상가 (수내동, 파크타운대림아파트)",2025-06-26
11359,분당정비,"정비,세차장,자동차SVC",13547,경기  성남시  분당구  동원북로  15  (동원동),2025-06-26
11360,분당정자 셀린의원,개인병원,13558,경기도 성남시 분당구 성남대로 349  301호,2025-06-26
11361,분당정자 에듀플렉스 심리상담 연구소,상담실(결혼등),13558,"경기도 성남시 분당구 느티로 16  ,7층 703호 일부(정자동,젤존타워1)",2025-06-26
11362,분당정자동물병원,동물병원,13559,"경기도 성남시 분당구 정자일로 120  119,120호",2025-06-26
11363,분당정자동전자담배프라자,식품잡화,13558,"경기 성남시 분당구 성남대로331번길 8,  315호 (정자동, 킨스타워)",2025-06-26
11364,분당정자동탁구클럽,레저스포츠,13607,"경기도 성남시 분당구 내정로 58  209-1호,210호 (정자동, 스포라이프 스포츠센타)",2025-06-26
11365,분당정자역 정형외과의원,개인병원,13558,"경기도 성남시 분당구 성남대로331번길 3-3  5층 505,506,507호",2025-06-26
11366,분당제일산후조리원,산후조리원,13590,"경기 성남시 분당구 서현로180번길 29,  5층 전체층 (서현동)",2025-06-26
11367,분당제일산후조리원2관,산후조리원,13590,경기도 성남시 분당구 황새울로 321  3층,2025-06-26
11368,분당제일여성병원,개인병원,13590,경기 성남시 분당구 서현로180번길 27  (서현동),2025-06-26
11369,분당제일의료기,"의료기기,건강진단",13610,"경기 성남시 분당구 느티로87번길 8,  1층 102 (정자동)",2025-06-26
11370,분당제일일면,패스트푸드,13503,"경기도 성남시 분당구 장미로 198  지1층 104-3호(야탑동, 아댈파크빌)",2025-06-26
11371,분당제일자동차공업사,"정비,세차장,자동차SVC",13609,경기 성남시 분당구 내정로119번길 37  (정자동),2025-06-26
11372,분당종로약국,약국,13618,"경기 성남시 분당구 돌마로 87,  1층 (금곡동, 골드프라자)",2025-06-26
11373,분당종합사회복지관,기타16,13616,경기도 성남시 분당구 정자일로 33  (금곡동),2025-06-26
11374,분당주짓수,스포츠센타/레포츠클럽,13591,"경기도 성남시 분당구 분당로53번길 13  403호 (서현동, 신호트윈스2)",2025-06-26
11375,분당줄리어드 음악학원,일반전문학원,13626,"경기 성남시 분당구 미금로 36,  3층 (구미동, 브니엘프라자)",2025-06-26
11376,분당중고폰멀티폰샵분당아이폰수리서현아이폰수리센타,중고품판매점,13591,경기도 성남시 분당구 분당로53번길 19  3층 301호,2025-06-26
11377,분당중앙고등학교,학교등록금,13604,"경기 성남시 분당구 불정로 174  (정자동, 분당중앙고등학교)",2025-06-26
11378,분당중앙도장,일반전문학원,13587,경기 성남시 분당구 불정로386번길 10  (서현동),2025-06-26
11379,분당중앙동물병원,동물병원,13588,"경기 성남시 분당구 중앙공원로39번길 49,  108 (서현동, 지엔느오피스텔)",2025-06-26
11380,분당중앙유치원,유치원,13587,경기 성남시 분당구 분당로263번길 61  (서현동),2025-06-26
11381,분당중학교,학교등록금,13612,"경기 성남시 분당구 황새울로 4  (정자동, 분당중학교)",2025-06-26
11382,분당지게차,"기계,장비임대업",13491,경기 성남시 분당구 삼평동  728번지 봇들마을6단지아파트 613동 1006호,2025-06-26
11383,분당지상정신건강의학과 의원,개인병원,13618,"경기 성남시 분당구 돌마로 73,  214호 (금곡동)",2025-06-26
11384,분당지세븐치과,치과병원,13618,"경기 성남시 분당구 돌마로 79,  204-1호 (금곡동, 썬프라자)",2025-06-26
11385,분당지일이삼공학원,일반전문학원,13595,"경기 성남시 분당구 황새울로200번길 34,  207호 (수내동)",2025-06-26
11386,분당지점-엄가네막퍼주는집,정육점,13618,경기도 성남시 분당구 돌마로 67  6층,2025-06-26
11387,분당차병원장례식장,장례식장,13496,"경기 성남시 분당구 야탑로 59,  지하1층 (야탑동, 분당차병원)",2025-06-26
11388,분당차의료기,"의료기기,건강진단",13520,"경기 성남시 분당구 야탑로 72,  야탑시장주차장 1-01호 일부 (야탑동)",2025-06-26
11389,분당참영어학원,일반전문학원,13586,"경기도 성남시 분당구 돌마로 482  5층 일부 (서현동, 주영빌딩)",2025-06-26
11390,분당참재활의학과의원,개인병원,13612,경기도 성남시 분당구 정자로 88  2층,2025-06-26
11391,분당척병원,주차장,13506,경기 성남시 분당구 성남대로 932  (야탑동),2025-06-26
11392,분당척병원,개인병원,13506,경기 성남시 분당구 성남대로 932  (야탑동),2025-06-26
11393,분당천사네일,"이용,미용",13618,"경기 성남시 분당구 돌마로 73,  우방코아 602 (금곡동)",2025-06-26
11394,분당철물건재,"건설,건축  자재",13617,"경기 성남시 분당구 미금로 232 ,  101호 (금곡동)",2025-06-26
11395,분당청년공방,일반전문학원,13591,경기도 성남시 분당구 분당로53번길 13  309호(서현동),2025-06-26
11396,분당초등학교,학교등록금,13589,경기 성남시 분당구 중앙공원로32번길 20  (서현동),2025-06-26
11397,분당최가철물,"건설,건축  자재",13591,"경기  성남시  분당구  황새울로342번길  11  (서현동,금호리빙스텔지하1층일부)",2025-06-26
11398,분당출장가구수리,목재가구,13334,경기도 성남시 수정구 제일로102번길 8-3  지층,2025-06-26
11399,분당치과,치과병원,13583,"경기 성남시 분당구 장안로 35,  401 (분당동, 성창빌딩)",2025-06-26
11400,분당캣,애완동물,13610,경기도 성남시 분당구 느티로77번길 23  1층,2025-06-26
11401,분당커피가게,일반대중음식,13602,경기도 성남시 분당구 정자로 112  상가동 1층,2025-06-26
11402,분당커피학원,일반전문학원,13558,"경기 성남시 분당구 느티로 16,  5층 (정자동, 젤존타워)",2025-06-26
11403,분당코코리퍼샵,식품잡화,13427,경기도 성남시 중원구 도촌로7번길 8  1층(도촌동),2025-06-26
11404,분당쿨펫애견미용학원,일반전문학원,13637,경기도 성남시 분당구 성남대로 38  3층,2025-06-26
11405,분당클랑음악학원,일반전문학원,13625,경기도 성남시 분당구 미금로 39  .,2025-06-26
11406,분당타일,"건설,건축  자재",13504,"경기도 성남시 분당구 야탑로161번길 4-4  , 1층 1호(야탑동)",2025-06-26
11407,분당탁구클럽,레저스포츠,13610,"경기도 성남시 분당구 내정로 111  , 2층 201호 (정자동,  금성플라자)",2025-06-26
11408,분당탑수학보습학원,일반전문학원,13586,"경기 성남시 분당구 돌마로476번길 31,  203호 204호 (서현동, 효자촌삼환아파트)",2025-06-26
11409,분당태강한의원,"한의원,한약방",13497,"경기 성남시 분당구 야탑로81번길 10,  404호 (야탑동, 분당아미고타워)",2025-06-26
11410,분당태권도,일반전문학원,13588,경기  성남시  분당구  중앙공원로39번길  7  211호  (서현동),2025-06-26
11411,분당태권도,일반전문학원,13588,경기  성남시  분당구  중앙공원로39번길  7  211호  (서현동),2025-06-26
11412,분당테크노파크 B동 관리단,주차장,13511,경기도 성남시 분당구 판교로 723  1층,2025-06-26
11413,분당테크노파크A동관리단,"용역서비스(연구,번역등)",13511,경기도 성남시 분당구 판교로 697  A동 분당테크노파크,2025-06-26
11414,분당테크노파크C동식당,일반대중음식,463760,"경기 성남시 분당구 야탑남로 280,  분당테크노파크 C-100호 (야탑동)",2025-06-26
11415,분당테크노파크D동 구내매점,식품잡화,13516,"경기 성남시 분당구 판교로 700,  1층 (야탑동, 분당테크노파크)",2025-06-26
11416,분당테크노파크이동구내매점,식품잡화,463760,"경기 성남시 분당구 야탑남로 230,  E동 1층 매점 (야탑동, 분당테크노파크)",2025-06-26
11417,분당트라팰리스,주차장,13595,"경기도 성남시 분당구 황새울로 234  (수내동,분당트라팰리스)",2025-06-26
11418,분당튼튼의료기,"의료기기,건강진단",13627,"경기 성남시 분당구 돌마로 80 ,  1층 101-20호 현대벤처빌오피스텔 (구미동)",2025-06-26
11419,분당파워점핑&태권도,일반전문학원,13616,경기도 성남시 분당구 정자일로 25  대덕프라자503호,2025-06-26
11420,분당판교 오토바이,오토바이,13519,경기도 성남시 분당구 판교로 499  지층  B1호,2025-06-26
11421,분당판교라이온스클럽,각종회비,13504,"경기 성남시 분당구 벌말로 33,  401 (야탑동, 일심빌딩)",2025-06-26
11422,분당퍼스트치과,치과병원,13595,경기 성남시 분당구 황새울로200번길 40  (수내동),2025-06-26
11423,분당풍산목재합판(주),"건설,건축  자재",13610,"경기 성남시 분당구 황새울로108번길 6-1,  1층 (정자동)",2025-06-26
11424,분당프리미어의원,개인병원,13595,경기도 성남시 분당구 백현로101번길 29  2층,2025-06-26
11425,분당플로라,화원,462080,경기 성남시 중원구 도촌동  425-4번지,2025-06-26
11426,분당피티티바디,스포츠센타/레포츠클럽,13586,"경기 성남시 분당구 돌마로486번길 6,  1-205 (서현동, 상록프라자)",2025-06-26
11427,분당필동물병원,동물병원,13632,경기도 성남시 분당구 금곡로15번길 1  1층,2025-06-26
11428,분당하얀치과의원,치과병원,13577,"경기 성남시 분당구 서현로321번길 10,  301 (서현동, 승영지빌딩)",2025-06-26
11429,분당한과,식품잡화,13522,경기도 성남시 분당구 판교로 443  104호,2025-06-26
11430,분당한의원,"한의원,한약방",13577,"경기 성남시 분당구 새마을로 10,  5층 (서현동, 그린빌딩)",2025-06-26
11431,분당햇살약국,약국,13506,"경기 성남시 분당구 성남대로 912,  3층 315호 (야탑동, 분당BYC빌딩)",2025-06-26
11432,분당헤르쯔동물병원,동물병원,13600,경기 성남시 분당구 돌마로 364  (수내동),2025-06-26
11433,분당헬로우컴퓨터,"정보통신기기,컴퓨터",13504,"경기 성남시 분당구 야탑로 145,  1층 일부 (야탑동)",2025-06-26
11434,분당현대서비스(주),"정비,세차장,자동차SVC",13572,경기 성남시 분당구 안골로 7  (서현동),2025-06-26
11435,분당현피부과,개인병원,13627,"경기 성남시 분당구 돌마로 68,  502호 (구미동, 분당프라자)",2025-06-26
11436,분당형치과의원,치과병원,13587,"경기 성남시 분당구 분당로263번길 35,  203호 (서현동, 서현굿모닝프라자)",2025-06-26
11437,분당화랑 유도&주짓수,일반전문학원,13586,"경기도 성남시 분당구 돌마로486번길 12  201,202호(서현동,효자촌)",2025-06-26
11438,분당화랑 유도&주짓수,일반전문학원,13586,"경기도 성남시 분당구 돌마로486번길 12  201,202호(서현동,효자촌)",2025-06-26
11439,분당화원,화원,13121,경기  성남시  수정구  창곡동  415-54,2025-06-26
11440,분당황포냉면,한식,13497,경기도 성남시 분당구 성남대로925번길 16  3층 211호 209호 207호,2025-06-26
11441,분당후즈후치과의원,치과병원,13595,"경기 성남시 분당구 황새울로 216,  201호 (수내동, 휴맥스빌리지)",2025-06-26
11442,분당휴한의원,"한의원,한약방",13555,"경기도 성남시 분당구 느티로 27  , 3층  302호",2025-06-26
11443,분더교육,일반전문학원,463815,경기 성남시 분당구 불곡남로 16  2층 (정자동),2025-06-26
11444,분더녹학(논술학습코칭),일반전문학원,13604,경기 성남시 분당구 불곡남로 16  (정자동),2025-06-26
11445,분더바미술교습소,일반전문학원,13597,경기도 성남시 분당구 내정로173번길 5  2층 207호(수내동),2025-06-26
11446,분더수학&잉글리쉬학원,일반전문학원,13612,경기도 성남시 분당구 정자로 80  202-2,2025-06-26
11447,분따노리터,광고,13536,경기도 성남시 분당구 판교역로2번길 34  1층(백현공),2025-06-26
11448,분석수학학원,일반전문학원,13642,경기도 성남시 수정구 위례동로 135  6층 605호,2025-06-26
11449,분석수학학원,일반전문학원,13642,경기도 성남시 수정구 위례동로 135  6층 605호,2025-06-26
11450,분식당,한식,13112,경기도 성남시 수정구 복정로118번길 1  1층 103호,2025-06-26
11451,분식마을,한식,13361,경기도 성남시 중원구 원터로99번길 2  1층,2025-06-26
11452,분식집,한식,13305,경기도 성남시 수정구 수정로 109  159호,2025-06-26
11453,분식트리,한식,13188,"경기도 성남시 중원구 금광로 71  상가동1층105호(금광동,e편한세상금빛그랑메종4단지)",2025-06-26
11454,분트쿤스트슐레동판교미술학원,일반전문학원,13533,경기도 성남시 분당구 동판교로 59  503호,2025-06-26
11455,분트쿤스트슐레판교미술학원,일반전문학원,13461,경기도 성남시 분당구 운중로 129  2층 203호,2025-06-26
11456,분홍소풍,한식,13461,경기도 성남시 분당구 운중로125번길 14-11  1층,2025-06-26
11457,불고기 온소반 판교본점,한식,13493,경기 성남시 분당구 삼평동 678  삼환하이펙스 A동 지하1층 B105호,2025-06-26
11458,불곡고등학교,학교등록금,13629,"경기 성남시 분당구 금곡로 149  (구미동, 불곡고등학교)",2025-06-26
11459,불곡고등학교 수업료,학교등록금,13629,"경기 성남시 분당구 금곡로 149  (구미동, 불곡고등학교)",2025-06-26
11460,불곡중학교,학교등록금,13629,"경기 성남시 분당구 금곡로 139  (구미동, 불곡중학교)",2025-06-26
11461,불곡초등학교,학교등록금,13623,"경기 성남시 분당구 무지개로 129  (구미동, 불곡초등학교)",2025-06-26
11462,불꽃어린이집,유치원,13475,경기도 성남시 분당구 서판교로 111  1층 교육관동,2025-06-26
11463,불낙지양 보쌈군,일반대중음식,13338,경기도 성남시 수정구 수정남로 127  1층,2025-06-26
11464,불난집,한식,13231,경기도 성남시 중원구 금상로 36  상대원,2025-06-26
11465,불닭발 땡초 동대문엽기떡볶이 성남중원구청점,한식,13371,경기도 성남시 중원구 둔촌대로171번길 6  상가동 지하층 7호,2025-06-26
11466,불닭발땡초동대문엽기떡볶이 분당정자점,한식,13559,경기도 성남시 분당구 정자일로 146  1층 A-131호(정자동),2025-06-26
11467,불닭발마니아,일반대중음식,13280,"경기도 성남시 수정구 시민로 192  ,상가4동 1층 101호 (태평동.태평아파트)",2025-06-26
11468,불독 모터스,"정비,세차장,자동차SVC",13467,경기도 성남시 분당구 판교로25번길 12-4  1층,2025-06-26
11469,불루원수학전문학원,일반전문학원,13640,"경기도 성남시 수정구 위례광장로 320  7충 701호(창곡동, 어이에스센트럴타워)",2025-06-26
11470,불스,일반대중음식,13591,"경기 성남시 분당구 서현로210번길 10,  306 (서현동, 다두프라자)",2025-06-26
11471,불정초등학교,학교등록금,13603,"경기 성남시 분당구 돌마로 250  (정자동, 불정초등학교)",2025-06-26
11472,불타는석쇠,한식,13227,경기도 성남시 중원구 둔촌대로425번길 13  지층,2025-06-26
11473,불타는형제들,한식,13504,경기도 성남시 분당구 장미로148번길 3-4  1층,2025-06-26
11474,불타니푸드,식품잡화,13138,경기도 성남시 수정구 논골로67번길 2  1층 101호,2025-06-26
11475,붐비네일,"이용,미용",13376,경기도 성남시 중원구 성남대로 1133  메트로칸 1층 9-1호,2025-06-26
